"site","zone","Row.names","Name","Image.ID","Image.name","Annotation.status","Points","tile","meta","com_treat","meta_treat","time_point","period","Date","MDS1","MDS2","nutrient_treat","herb_treat","nutrient_treat_sp","herb_treat_sp","site_treatment"
1,"C","888","t2_544_ss.jpg",3504855,"T2_544_SS.jpg","Confirmed",100,544,2,"S","simple","T2",NA,"7/17/23",0.332209505090742,0.255577332757533,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","598","pc051275.jpg",3952236,"PC051275.jpg","Confirmed",100,138,12,"C","complex","T4",NA,"12/5/24",-0.619973421908629,-0.0487846510352837,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","599","pc051276.jpg",3952237,"PC051276.jpg","Confirmed",100,252,12,"C","complex","T4",NA,"12/5/24",-1.08048180436704,-0.178644292300456,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","672","t2_110_ss.jpg",3504671,"T2_110_SS.jpg","Confirmed",100,110,4,"C","mix","T2",NA,"7/17/23",-0.0613739684563088,0.595057135854641,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","20","p2142408.jpg",4027584,"P2142408.jpg","Confirmed",100,422,5,"S","simple","T5",NA,"2/14/24",-0.141118583521499,-0.515588054583917,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","600","pc051279.jpg",3952238,"PC051279.jpg","Confirmed",100,507,15,"S","mix","T4",NA,"12/5/24",-0.291837275413274,-0.0369843844170813,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","13","p2142388.jpg",4027577,"P2142388.jpg","Confirmed",100,428,13,"S","simple","T5",NA,"2/14/24",0.51650272647621,-0.0138069255759844,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","24","p2142419.jpg",4027588,"P2142419.jpg","Confirmed",100,254,11,"C","complex","T5",NA,"2/14/24",-0.341902862994493,-0.117845656879527,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","421","p9141214.jpg",3695002,"P9141214.jpg","Confirmed",100,49,9,"C","complex","T3",NA,"9/14/23",-0.0674372669368657,0.0318207754421988,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","422","p9141215.jpg",3695003,"P9141215.jpg","Confirmed",100,103,9,"C","complex","T3",NA,"9/14/23",-0.15036733578784,-0.157481570224291,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","9","p2142374.jpg",4027573,"P2142374.jpg","Confirmed",100,551,4,"S","mix","T5",NA,"2/14/24",-0.402656629570889,-0.216032463014396,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","28","p2142430.jpg",4027592,"P2142430.jpg","Confirmed",100,186,15,"C","mix","T5",NA,"2/14/24",-0.0352900766808756,-0.547417283317363,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","425","p9141221.jpg",3695006,"P9141221.jpg","Confirmed",100,466,14,"S","simple","T3",NA,"9/14/23",0.450923861721267,-0.42524369539177,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","572","pc051224.jpg",3950897,"PC051224.jpg","Confirmed",100,264,1,"C","mix","T4",NA,"12/5/24",-0.246413321000134,-0.182156463477443,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","573","pc051225.jpg",3950898,"PC051225.jpg","Confirmed",100,339,1,"S","mix","T4",NA,"12/5/24",-0.00208892041038294,0.196421312957355,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","574","pc051228.jpg",3950899,"PC051228.jpg","Confirmed",100,128,3,"C","complex","T4",NA,"12/5/24",-0.95537528375587,-0.546514874639888,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","791","t2_379_ss.jpg",3504774,"T2_379_SS.jpg","Confirmed",100,379,14,"S","simple","T2",NA,"7/17/23",0.273928447316256,0.382510786231991,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","14","p2142389.jpg",4027578,"P2142389.jpg","Confirmed",100,498,13,"S","simple","T5",NA,"2/14/24",0.250599585758074,-0.250861879826422,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","25","p2142422.jpg",4027589,"P2142422.jpg","Confirmed",100,103,9,"C","complex","T5",NA,"2/14/24",-0.228852261173972,-0.305478407023871,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","578","pc051236.jpg",3950903,"PC051236.jpg","Confirmed",100,428,13,"S","simple","T4",NA,"12/5/24",0.174413135068109,0.0396689737148962,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","723","t2_188_ss.jpg",3504712,"T2_188_SS.jpg","Confirmed",100,188,6,"C","complex","T2",NA,"7/17/23",-0.0818263212313292,0.683411520861391,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","591","pc051261.jpg",3952229,"PC051261.jpg","Confirmed",100,464,7,"S","mix","T4",NA,"12/5/24",0.466555955119207,-0.10223062242527,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","29","p2142433.jpg",4027593,"P2142433.jpg","Confirmed",100,466,14,"S","simple","T5",NA,"2/14/24",-0.319172012762249,-0.298780233244848,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","581","pc051241.jpg",3950906,"PC051241.jpg","Confirmed",100,235,11,"C","complex","T4",NA,"12/5/24",-0.459226264757244,-0.0425407418959361,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","582","pc051244.jpg",3962469,"PC051244.jpg","Confirmed",100,272,6,"C","complex","T4",NA,"12/5/24",-0.619806003506602,-0.405796613717111,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","583","pc051245.jpg",3950908,"PC051245.jpg","Confirmed",100,188,6,"C","complex","T4",NA,"12/5/24",-0.480736923903439,-0.183618415225898,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","584","pc051248.jpg",3950909,"PC051248.jpg","Confirmed",100,422,5,"S","simple","T4",NA,"12/5/24",0.389741712577861,-0.14818125656606,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","800","t2_395_ss.jpg",3645106,"T2_395_SS.jpg","Confirmed",100,395,2,"S","simple","T2",NA,"7/17/23",0.294650736070029,0.0495563026757007,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","403","p9141169.jpg",3694982,"P9141169.jpg","Confirmed",100,507,15,"S","mix","T3",NA,"9/14/23",0.294932711722527,0.0398347641498404,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","404","p9141170.jpg",3694983,"P9141170.jpg","Confirmed",100,186,15,"C","mix","T3",NA,"9/14/23",-0.338630376723642,0.150622599445934,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","588","pc051256.jpg",3952226,"PC051256.jpg","Confirmed",100,371,8,"S","simple","T4",NA,"12/5/24",0.115622616417223,-0.320477242531206,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","406","p9141175.jpg",3694985,"P9141175.jpg","Confirmed",100,264,1,"C","mix","T3",NA,"9/14/23",-0.29249825317809,0.2232160949181,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","19","p2142407.jpg",4027583,"P2142407.jpg","Confirmed",100,550,5,"S","simple","T5",NA,"2/14/24",-0.0570266558576723,-0.248881955573171,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","3","p2142357.jpg",4027567,"P2142357.jpg","Confirmed",100,122,7,"C","mix","T5",NA,"2/14/24",-0.171903274068633,-0.515624272565657,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","420","p9141211.jpg",3695001,"P9141211.jpg","Confirmed",100,122,7,"C","mix","T3",NA,"9/14/23",-0.111950790525182,0.188355425662053,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","592","pc051264.jpg",3952230,"PC051264.jpg","Confirmed",100,103,9,"C","complex","T4",NA,"12/5/24",-0.343998640510818,-0.0247969357031726,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","593","pc051265.jpg",3952231,"PC051265.jpg","Confirmed",100,49,9,"C","complex","T4",NA,"12/5/24",-0.291383823959292,-0.0675093461863303,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","411","p9141186.jpg",3694990,"P9141186.jpg","Confirmed",100,395,2,"S","simple","T3",NA,"9/14/23",0.670090991353774,0.0471698154248171,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","595","pc051268.jpg",3952233,"PC051268.jpg","Confirmed",100,383,10,"S","mix","T4",NA,"12/5/24",0.199656056870475,-0.281074711880564,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","413","p9141190.jpg",3694992,"P9141190.jpg","Confirmed",100,110,4,"C","mix","T3",NA,"9/14/23",-0.398542698658639,0.134480421409231,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","27","p2142429.jpg",4027591,"P2142429.jpg","Confirmed",100,507,15,"S","mix","T5",NA,"2/14/24",-0.0436079074955667,-0.350360620107587,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","415","p9141194.jpg",3694994,"P9141194.jpg","Confirmed",100,422,5,"S","simple","T3",NA,"9/14/23",0.337453893153784,0.00874301257900281,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","416","p9141195.jpg",3694995,"P9141195.jpg","Confirmed",100,550,5,"S","simple","T3",NA,"9/14/23",0.47224091985236,0.0376420893387966,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","6","p2142367.jpg",4027570,"P2142367.jpg","Confirmed",100,138,12,"C","complex","T5",NA,"2/14/24",-1.0586087298515,-0.200277352765717,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","417","p9141198.jpg",3694996,"P9141198.jpg","Confirmed",100,252,12,"C","complex","T3",NA,"9/14/23",-1.2428390099736,0.846799557023754,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","419","p9141210.jpg",3695000,"P9141210.jpg","Confirmed",100,464,7,"S","mix","T3",NA,"9/14/23",0.499854254881021,-0.00163729750566679,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","601","pc051280.jpg",3952239,"PC051280.jpg","Confirmed",100,186,15,"C","mix","T4",NA,"12/5/24",-0.433683929151107,-0.21969855640433,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","687","t2_128_ss.jpg",3504681,"T2_128_SS.jpg","Confirmed",100,128,3,"C","complex","T2",NA,"7/17/23",-0.133272091633453,0.559589711571942,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","785","t2_371_ss.jpg",3504769,"T2_371_SS.jpg","Confirmed",100,371,8,"S","simple","T2",NA,"7/17/23",0.404758306777521,0.150287670933386,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","749","t2_235_ss.jpg",3504736,"T2_235_SS.jpg","Confirmed",100,235,11,"C","complex","T2",NA,"7/17/23",-0.277134439657721,0.53082298811945,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","17","p2142400.jpg",4027581,"P2142400.jpg","Confirmed",100,264,1,"C","mix","T5",NA,"2/14/24",-0.773181624711471,-0.350898043112273,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","424","p9141219.jpg",3695005,"P9141219.jpg","Confirmed",100,45,10,"C","mix","T3",NA,"9/14/23",-0.421605280470761,0.169279926687382,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","764","t2_254_ss.jpg",3504747,"T2_254_SS.jpg","Confirmed",100,254,11,"C","complex","T2",NA,"7/17/23",-0.116825719166155,0.367721912814325,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","5","p2142363.jpg",4027569,"P2142363.jpg","Confirmed",100,252,12,"C","complex","T5",NA,"2/14/24",-0.763754404773838,-0.51339127508159,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","427","p9141225.jpg",3695008,"P9141225.jpg","Confirmed",100,371,8,"S","simple","T3",NA,"9/14/23",0.539206767122934,0.0283972102255251,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","428","p9141226.jpg",3695009,"P9141226.jpg","Confirmed",100,449,8,"S","simple","T3",NA,"9/14/23",0.571864455139974,-0.0204792319753938,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","586","pc051252.jpg",3952224,"PC051252.jpg","Confirmed",100,551,4,"S","mix","T4",NA,"12/5/24",0.0305050193844752,0.0192327774573138,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","405","p9141173.jpg",3694984,"P9141173.jpg","Confirmed",100,339,1,"S","mix","T3",NA,"9/14/23",0.378503521429573,0.369022101537114,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","721","t2_186_ss.jpg",3504711,"T2_186_SS.jpg","Confirmed",100,186,15,"C","mix","T2",NA,"7/17/23",-0.135992138631244,0.578916195034125,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","868","t2_507_ss.jpg",3504832,"T2_507_SS.jpg","Confirmed",100,507,15,"S","mix","T2",NA,"7/17/23",0.421658672783013,0.196415018743264,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","407","p9141178.jpg",3694986,"P9141178.jpg","Confirmed",100,128,3,"C","complex","T3",NA,"9/14/23",-0.0932650460156675,-0.00149443241215702,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","30","p2142434.jpg",4027594,"P2142434.jpg","Confirmed",100,379,14,"S","simple","T5",NA,"2/14/24",-0.726847922401351,-1.55561009090243,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","833","t2_449_ss.jpg",3504804,"T2_449_SS.jpg","Confirmed",100,449,8,"S","simple","T2",NA,"7/17/23",0.412458857764713,0.140125149467888,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","4","p2142359.jpg",4027568,"P2142359.jpg","Confirmed",100,464,7,"S","mix","T5",NA,"2/14/24",0.291204060448604,-0.127461665112258,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","8","p2142371.jpg",4027572,"P2142371.jpg","Confirmed",100,45,10,"C","mix","T5",NA,"2/14/24",-0.470800824373166,-0.402522763369775,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","412","p9141187.jpg",3694991,"P9141187.jpg","Confirmed",100,544,2,"S","simple","T3",NA,"9/14/23",0.543641833771109,0.206415539511315,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","692","t2_138_ss.jpg",3504687,"T2_138_SS.jpg","Confirmed",100,138,12,"C","complex","T2",NA,"7/17/23",-0.362110604979415,0.464644472845856,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","414","p9141191.jpg",3694993,"P9141191.jpg","Confirmed",100,551,4,"S","mix","T3",NA,"9/14/23",0.6163613713071,0.123730557365257,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","597","pc051272.jpg",3952235,"PC051272.jpg","Confirmed",100,466,14,"S","simple","T4",NA,"12/5/24",0.185837452562521,-0.44479742845861,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","815","t2_422_ss.jpg",3504792,"T2_422_SS.jpg","Confirmed",100,422,5,"S","simple","T2",NA,"7/17/23",0.400551370356369,0.194705072555982,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","2","p2142350.jpg",4027566,"P2142350.jpg","Confirmed",100,272,6,"C","complex","T5",NA,"2/14/24",-0.486040156637686,-0.616882367273352,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","587","pc051253.jpg",3952225,"PC051253.jpg","Confirmed",100,110,4,"C","mix","T4",NA,"12/5/24",-0.833903251596445,0.0621089877188259,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","418","p9141199.jpg",3694997,"P9141199.jpg","Confirmed",100,138,12,"C","complex","T3",NA,"9/14/23",-0.547873501439212,0.119189102730685,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","819","t2_428_ss.jpg",3504794,"T2_428_SS.jpg","Confirmed",100,428,13,"S","simple","T2",NA,"7/17/23",0.390573022585113,0.391368327386374,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","784","t2_339_ss.jpg",3504767,"T2_339_SS.jpg","Confirmed",100,339,1,"S","mix","T2",NA,"7/17/23",0.185969785618807,0.37990464510679,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","846","t2_466_ss.jpg",3504814,"T2_466_SS.jpg","Confirmed",100,466,14,"S","simple","T2",NA,"7/17/23",0.208510016416159,0.073082243718541,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","410","p9141183.jpg",3694989,"P9141183.jpg","Confirmed",100,428,13,"S","simple","T3",NA,"9/14/23",0.0236724274614758,0.399461325336169,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","775","t2_272_ss.jpg",3504759,"T2_272_SS.jpg","Confirmed",100,272,6,"C","complex","T2",NA,"7/17/23",-0.121327262799324,0.409933119555808,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","682","t2_122_ss.jpg",3504676,"T2_122_SS.jpg","Confirmed",100,122,7,"C","mix","T2",NA,"7/17/23",-0.238382303138478,0.384883926116358,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","863","t2_498_ss.jpg",3504828,"T2_498_SS.jpg","Confirmed",100,498,13,"S","simple","T2",NA,"7/17/23",-0.0836574621100691,0.59399041695118,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","426","p9141222.jpg",3695007,"P9141222.jpg","Confirmed",100,379,14,"S","simple","T3",NA,"9/14/23",0.356983714299829,0.705454628163745,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","596","pc051271.jpg",3952234,"PC051271.jpg","Confirmed",100,379,14,"S","simple","T4",NA,"12/5/24",-0.126744530976167,0.934775715403,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","577","pc051233.jpg",3950902,"PC051233.jpg","Confirmed",100,544,2,"S","simple","T4",NA,"12/5/24",0.184688602392058,-0.0454167532486825,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","794","t2_383_ss.jpg",3504777,"T2_383_SS.jpg","Confirmed",100,383,10,"S","mix","T2",NA,"7/17/23",0.215723617480635,0.0204728054105248,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","893","t2_550_ss.jpg",3504859,"T2_550_SS.jpg","Confirmed",100,550,5,"S","simple","T2",NA,"7/17/23",0.624983338421532,0.12096115621699,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","576","pc051232.jpg",3950901,"PC051232.jpg","Confirmed",100,395,2,"S","simple","T4",NA,"12/5/24",-0.0646032449589179,-0.026685172017079,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","423","p9141218.jpg",3695004,"P9141218.jpg","Confirmed",100,383,10,"S","mix","T3",NA,"9/14/23",0.275497342211031,-0.179924332635598,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","845","t2_464_ss.jpg",3504812,"T2_464_SS.jpg","Confirmed",100,464,7,"S","mix","T2",NA,"7/17/23",0.476904275228495,0.129657392826103,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","894","t2_551_ss.jpg",3504860,"T2_551_SS.jpg","Confirmed",100,551,4,"S","mix","T2",NA,"7/17/23",0.387904911835931,0.289078932139182,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","409","p9141182.jpg",3694988,"P9141182.jpg","Confirmed",100,498,13,"S","simple","T3",NA,"9/14/23",-0.506563671152677,0.489884760371998,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","408","p9141179.jpg",3694987,"P9141179.jpg","Confirmed",100,95,3,"C","complex","T3",NA,"9/14/23",-0.450083832772205,0.40400075915781,"high","low","high nutrients","low herbivore","HN_LH_1"
1,"C","7","p2142370.jpg",4027571,"P2142370.jpg","Confirmed",100,383,10,"S","mix","T5",NA,"2/14/24",0.0499104535649725,-0.611241278725628,"high","low","high nutrients","low herbivore","HN_LH_1"
2,"A","329","p9130927.jpg",3694872,"P9130927.jpg","Confirmed",100,382,11,"S","simple","T3",NA,"9/13/23",0.465084532319252,0.0278111007576282,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","826","t2_439_ss.jpg",3504799,"T2_439_SS.jpg","Confirmed",100,439,6,"S","mix","T2",NA,"7/17/23",0.247123490184631,0.0423648559397051,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","342","p9130961.jpg",3694887,"P9130961.jpg","Confirmed",100,132,4,"C","complex","T3",NA,"9/13/23",-0.264330601293974,-0.0279355427806827,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","769","t2_262_ss.jpg",3504752,"T2_262_SS.jpg","Confirmed",100,262,12,"C","mix","T2",NA,"7/17/23",0.282386878687626,0.300390658992046,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","83","p2152711.jpg",4027706,"P2152711.jpg","Confirmed",100,378,2,"S","simple","T5",NA,"2/15/24",0.463738707957757,-0.0303021282178659,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","328","p9130924.jpg",3694871,"P9130924.jpg","Confirmed",100,262,12,"C","mix","T3",NA,"9/13/23",-0.331214969367134,0.19527514842071,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","318","p9130902.jpg",3694861,"P9130902.jpg","Confirmed",100,322,5,"S","simple","T3",NA,"9/13/23",0.438666584323064,-0.176762929857719,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","317","p9130901.jpg",3694860,"P9130901.jpg","Confirmed",100,552,5,"S","simple","T3",NA,"9/13/23",0.469433782491185,-0.0396312546346078,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","80","p2152704.jpg",4027703,"P2152704.jpg","Confirmed",100,552,5,"S","simple","T5",NA,"2/15/24",0.404801589973643,-0.20596001983385,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","804","t2_403_ss.jpg",3504785,"T2_403_SS.jpg","Confirmed",100,403,14,"S","simple","T2",NA,"7/17/23",0.127747404925623,0.428661117290435,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","648","pc061508.jpg",3952336,"PC061508.jpg","Confirmed",100,174,9,"C","mix","T4",NA,"12/6/24",-0.437654329572862,-0.164773986098764,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","314","p9130892.jpg",3694857,"P9130892.jpg","Confirmed",100,406,3,"S","mix","T3",NA,"9/13/23",0.456545262692805,-0.0298070402998509,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","332","p9130934.jpg",3694875,"P9130934.jpg","Confirmed",100,244,15,"C","complex","T3",NA,"9/13/23",-0.0711531052660667,0.114610062406414,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","711","t2_175_ss.jpg",3504706,"T2_175_SS.jpg","Confirmed",100,175,4,"C","complex","T2",NA,"7/17/23",-0.332557692229449,0.273908110552719,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","316","p9130897.jpg",3694859,"P9130897.jpg","Confirmed",100,439,6,"S","mix","T3",NA,"9/13/23",0.584564466632586,-0.206767617096477,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","643","pc061496.jpg",3952331,"PC061496.jpg","Confirmed",100,234,13,"C","mix","T4",NA,"12/6/24",-0.38189376811846,-0.125844879617612,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","656","pc061528.jpg",3952344,"PC061528.jpg","Confirmed",100,255,10,"C","complex","T4",NA,"12/6/24",-0.177692039871673,-0.295265823982283,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","315","p9130895.jpg",3694858,"P9130895.jpg","Confirmed",100,237,6,"C","mix","T3",NA,"9/13/23",-0.272450529115721,0.15398518111016,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","319","p9130906.jpg",3694862,"P9130906.jpg","Confirmed",100,378,2,"S","simple","T3",NA,"9/13/23",0.51492069713551,0.0808953539208419,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","320","p9130907.jpg",3694863,"P9130907.jpg","Confirmed",100,320,2,"S","simple","T3",NA,"9/13/23",0.535839535756932,0.0640641542107348,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","323","p9130914.jpg",3694866,"P9130914.jpg","Confirmed",100,234,13,"C","mix","T3",NA,"9/13/23",-0.165482180269677,-0.0216477038756535,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","645","pc061500.jpg",3952333,"PC061500.jpg","Confirmed",100,457,8,"S","simple","T4",NA,"12/6/24",0.0926973700781919,-0.163147842626747,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","650","pc061513.jpg",3952338,"PC061513.jpg","Confirmed",100,510,11,"S","simple","T4",NA,"12/6/24",0.0216490324568303,0.00616126613160132,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","324","p9130915.jpg",3694867,"P9130915.jpg","Confirmed",100,372,13,"S","mix","T3",NA,"9/13/23",0.455502663858009,0.0244953730661089,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","326","p9130920.jpg",3694869,"P9130920.jpg","Confirmed",100,457,8,"S","simple","T3",NA,"9/13/23",0.500199538199761,-0.0371984935660091,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","640","pc061491.jpg",3952328,"PC061491.jpg","Confirmed",100,320,2,"S","simple","T4",NA,"12/6/24",0.457204390877238,-0.177211527844807,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","653","pc061523.jpg",3952341,"PC061523.jpg","Confirmed",100,244,15,"C","complex","T4",NA,"12/6/24",-0.101442841113343,-0.119213290962655,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","327","p9130923.jpg",3694870,"P9130923.jpg","Confirmed",100,321,12,"S","mix","T3",NA,"9/13/23",0.617774158259447,0.0361606872185863,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","654","pc061524.jpg",3952342,"PC061524.jpg","Confirmed",100,242,15,"C","complex","T4",NA,"12/6/24",-0.159737630124211,-0.229879285562765,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","341","p9130960.jpg",3694886,"P9130960.jpg","Confirmed",100,175,4,"C","complex","T3",NA,"9/13/23",-0.340655459629752,0.125597812034938,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","705","t2_160_ss.jpg",3504694,"T2_160_SS.jpg","Confirmed",100,160,7,"C","complex","T2",NA,"7/17/23",-0.115307626367008,0.259670740666754,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","331","p9130933.jpg",3694874,"P9130933.jpg","Confirmed",100,242,15,"C","complex","T3",NA,"9/13/23",-0.269094229746802,0.00626161667095131,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","840","t2_457_ss.jpg",3504809,"T2_457_SS.jpg","Confirmed",100,457,8,"S","simple","T2",NA,"7/17/23",0.332001830433359,0.0416390083034222,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","793","t2_382_ss.jpg",3504776,"T2_382_SS.jpg","Confirmed",100,382,11,"S","simple","T2",NA,"7/17/23",0.277139670746391,0.0671932441252216,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","321","p9130910.jpg",3694864,"P9130910.jpg","Confirmed",100,226,1,"C","complex","T3",NA,"9/13/23",-0.140645937601979,-0.0436750925376544,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","710","t2_174_ss.jpg",3504705,"T2_174_SS.jpg","Confirmed",100,174,9,"C","mix","T2",NA,"7/17/23",-0.0466686948059958,0.162114761319302,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","82","p2152709.jpg",4027705,"P2152709.jpg","Confirmed",100,320,2,"S","simple","T5",NA,"2/15/24",0.46307681019802,-0.0170084242844852,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","651","pc061514.jpg",3952339,"PC061514.jpg","Confirmed",100,382,11,"S","simple","T4",NA,"12/6/24",0.257439729753668,-0.0518960634375452,"low","high","low nutrients","high herbivore","LN_HH_2"
2,"A","325","p9130918.jpg",3694868,"P9130918.jpg","Confirmed",100,482,8,"S","simple","T3",NA,"9/13/23",0.448730366440127,-0.017503199607332,"low","high","low nutrients","high herbivore","LN_HH_2"
