"site","urchin_stat","zone","Row.names","Image.ID","Image.name","Annotation.status","Points","Name","metacom_treatment","tile_number","complex_treatment","meta_treatment","time_point","file","site_treatment","site_code","metacom_site_code","MDS1","MDS2","nutrient_treat","herb_treat","nutrient_treat_sp","herb_treat_sp"
"Jawbone","Barren","Deep","479",3792224,"PA180147.jpg","Confirmed",100,"PA180147.jpg",10,629,"complex","complex",1,"PA180147.jpg","Barren_Deep","JBD","JBD_10",-0.133800405220212,0.511929937308142,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","48",3985230,"P1081762.jpg","Confirmed",100,"P1081762.jpg",4,548,"simple","mix",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Barren_deep/P1081762.JPG","Barren_Deep","JBD","JBD_4",-0.194382355906389,0.313264646494479,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","480",3792225,"PA180148.jpg","Confirmed",100,"PA180148.jpg",10,626,"complex","complex",1,"PA180148.jpg","Barren_Deep","JBD","JBD_10",-0.0870052508743648,0.664093311003785,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","481",3792226,"PA180151.jpg","Confirmed",100,"PA180151.jpg",15,788,"simple","simple",1,"PA180151.jpg","Barren_Deep","JBD","JBD_15",-0.193578019151871,1.15927365548878,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","482",3792227,"PA180152.jpg","Confirmed",100,"PA180152.jpg",15,773,"simple","simple",1,"PA180152.jpg","Barren_Deep","JBD","JBD_15",-0.252741582593409,0.753881851960534,"high","high","high nutrients","high herbivore"
"Jawbone","Barren","Deep","483",3792228,"PA180154.jpg","Confirmed",100,"PA180154.jpg",14,90,"complex","complex",1,"PA180154.jpg","Barren_Deep","JBD","JBD_14",-0.310662994938645,0.22449322748896,"high","high","high nutrients","high herbivore"
"Jawbone","Cull","Deep","1",3983868,"P1081639.jpg","Confirmed",100,"P1081639.jpg",4,840,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081639.JPG","Cull_Deep","JCD","JCD_4",-0.38279369242855,-0.320510245118578,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","10",3983907,"P1081662.jpg","Confirmed",100,"P1081662.jpg",6,644,"complex","complex",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081662.JPG","Cull_Deep","JCD","JCD_6",0.309706209210034,0.86203796661202,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","21",3983977,"P1081693.jpg","Confirmed",100,"P1081693.jpg",9,710,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081693.JPG","Cull_Deep","JCD","JCD_9",-0.164362201003201,0.728047156481293,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","429",3792174,"PA180051.jpg","Confirmed",100,"PA180051.jpg",9,733,"simple","simple",1,"PA180051.jpg","Cull_Deep","JCD","JCD_9",-0.558921186597353,0.17873120758421,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","248",4212689,"P5130113.jpg","Confirmed",100,"P5130113.jpg",5,609,"complex","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130113.JPG","Cull_Deep","JCD","JCD_5",0.719068842814899,-0.288877043011116,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","430",3792175,"PA180052.jpg","Confirmed",100,"PA180052.jpg",9,710,"simple","simple",1,"PA180052.jpg","Cull_Deep","JCD","JCD_9",-0.41894596876141,0.0607983973755197,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","431",3792176,"PA180054.jpg","Confirmed",100,"PA180054.jpg",12,758,"simple","simple",1,"PA180054.jpg","Cull_Deep","JCD","JCD_12",-0.44383537307566,0.0275249426192118,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","432",3792177,"PA180055.jpg","Confirmed",100,"PA180055.jpg",12,759,"simple","simple",1,"PA180055.jpg","Cull_Deep","JCD","JCD_12",-0.937385509934671,-0.105143184490193,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","433",3792178,"PA180058.jpg","Confirmed",100,"PA180058.jpg",13,647,"complex","mix",1,"PA180058.jpg","Cull_Deep","JCD","JCD_13",-0.240144590676925,1.03711321178464,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","434",3792179,"PA180059.jpg","Confirmed",100,"PA180059.jpg",13,703,"simple","mix",1,"PA180059.jpg","Cull_Deep","JCD","JCD_13",-0.289582823464416,0.403630218512479,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","435",3792180,"PA180062.jpg","Confirmed",100,"PA180062.jpg",15,632,"complex","complex",1,"PA180062.jpg","Cull_Deep","JCD","JCD_15",-0.257083482079324,0.205713934977458,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","436",3792181,"PA180063.jpg","Confirmed",100,"PA180063.jpg",15,575,"complex","complex",1,"PA180063.jpg","Cull_Deep","JCD","JCD_15",-0.502193934087647,0.424337786837698,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","11",3983913,"P1081665.jpg","Confirmed",100,"P1081665.jpg",7,86,"complex","complex",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081665.JPG","Cull_Deep","JCD","JCD_7",-0.269608071860761,-0.775328875866526,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","22",3983985,"P1081695.jpg","Confirmed",100,"P1081695.jpg",9,733,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081695.JPG","Cull_Deep","JCD","JCD_9",0.359566478533343,0.796880731168073,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","439",3792184,"PA180070.jpg","Confirmed",100,"PA180070.jpg",11,76,"complex","complex",1,"PA180070.jpg","Cull_Deep","JCD","JCD_11",-0.48993087891957,0.360672304624652,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","185",4074631,"P3223819.jpg","Confirmed",100,"P3223819.jpg",2,577,"complex","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223819.JPG","Cull_Deep","JCD","JCD_2",0.574534562199546,-0.172939446278919,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","440",3792185,"PA180071.jpg","Confirmed",100,"PA180071.jpg",11,65,"complex","complex",1,"PA180071.jpg","Cull_Deep","JCD","JCD_11",-0.325360204522587,0.297651747454344,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","223",4212659,"P5130029.jpg","Confirmed",100,"P5130029.jpg",11,65,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130029.JPG","Cull_Deep","JCD","JCD_11",0.691180481356176,0.0767512921590041,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","224",4212660,"P5130035.jpg","Confirmed",100,"P5130035.jpg",11,76,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130035.JPG","Cull_Deep","JCD","JCD_11",0.858273356486245,-0.272042725498756,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","225",4212661,"P5130037.jpg","Confirmed",100,"P5130037.jpg",9,733,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130037.JPG","Cull_Deep","JCD","JCD_9",1.07362137500196,-0.375587677804208,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","226",4212662,"P5130041.jpg","Confirmed",100,"P5130041.jpg",9,710,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130041.JPG","Cull_Deep","JCD","JCD_9",0.555334022001216,-0.234079495283212,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","227",4212663,"P5130046.jpg","Confirmed",100,"P5130046.jpg",12,758,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130046.JPG","Cull_Deep","JCD","JCD_12",0.584917235269942,-0.448560111856407,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","228",4212664,"P5130047.jpg","Confirmed",100,"P5130047.jpg",12,759,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130047.JPG","Cull_Deep","JCD","JCD_12",1.05231640147688,-0.0720340777970714,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","12",3983920,"P1081667.jpg","Confirmed",100,"P1081667.jpg",7,85,"complex","complex",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081667.JPG","Cull_Deep","JCD","JCD_7",0.0945284008304531,-0.533963046676189,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","23",3983993,"P1081698.jpg","Confirmed",100,"P1081698.jpg",12,758,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081698.JPG","Cull_Deep","JCD","JCD_12",0.205678004150813,0.591275680067695,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","230",4212666,"P5130054.jpg","Confirmed",100,"P5130054.jpg",13,703,"simple","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130054.JPG","Cull_Deep","JCD","JCD_13",0.395986138894202,-0.293871480890775,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","231",4212667,"P5130058.jpg","Confirmed",100,"P5130058.jpg",10,649,"complex","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130058.JPG","Cull_Deep","JCD","JCD_10",1.0669088659141,-0.13227394209005,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","232",4212668,"P5130062.jpg","Confirmed",100,"P5130062.jpg",10,820,"simple","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130062.JPG","Cull_Deep","JCD","JCD_10",1.01930109472509,-0.0993620806012645,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","233",4212670,"P5130064.jpg","Confirmed",100,"P5130064.jpg",15,632,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130064.JPG","Cull_Deep","JCD","JCD_15",0.577254012587574,-0.901041802530711,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","234",4212671,"P5130066.jpg","Confirmed",100,"P5130066.jpg",15,575,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130066.JPG","Cull_Deep","JCD","JCD_15",1.22609027519005,-0.0205768873505153,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","235",4212672,"P5130069.jpg","Confirmed",100,"P5130069.jpg",14,634,"complex","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130069.JPG","Cull_Deep","JCD","JCD_14",-0.0194515860779487,0.207638201940269,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","236",4212673,"P5130070.jpg","Confirmed",100,"P5130070.jpg",14,702,"simple","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130070.JPG","Cull_Deep","JCD","JCD_14",0.0547375496654267,-0.334837260326242,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","237",4212674,"P5130081.jpg","Confirmed",100,"P5130081.jpg",6,645,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130081.JPG","Cull_Deep","JCD","JCD_6",0.350301461596228,-0.137436768165014,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","238",4212676,"P5130083.jpg","Confirmed",100,"P5130083.jpg",6,644,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130083.JPG","Cull_Deep","JCD","JCD_6",0.605262568335454,-0.329706573155286,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","13",3983927,"P1081670.jpg","Confirmed",100,"P1081670.jpg",8,725,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081670.JPG","Cull_Deep","JCD","JCD_8",-0.242279102251198,0.627151390694115,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","24",3983999,"P1081699.jpg","Confirmed",100,"P1081699.jpg",12,759,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081699.JPG","Cull_Deep","JCD","JCD_12",0.0459612233491669,0.438704926194641,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","240",4212678,"P5130089.jpg","Confirmed",100,"P5130089.jpg",7,86,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130089.JPG","Cull_Deep","JCD","JCD_7",0.491368243345646,-0.443290174631895,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","241",4212679,"P5130092.jpg","Confirmed",100,"P5130092.jpg",2,577,"complex","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130092.JPG","Cull_Deep","JCD","JCD_2",0.712168106491803,-0.134142135597924,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","242",4212681,"P5130094.jpg","Confirmed",100,"P5130094.jpg",2,700,"simple","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130094.JPG","Cull_Deep","JCD","JCD_2",0.786876659484488,-0.187413845954929,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","243",4212682,"P5130099.jpg","Confirmed",100,"P5130099.jpg",3,687,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130099.JPG","Cull_Deep","JCD","JCD_3",0.331349383124435,-0.0978055384868663,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","244",4212683,"P5130100.jpg","Confirmed",100,"P5130100.jpg",3,676,"complex","complex",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130100.JPG","Cull_Deep","JCD","JCD_3",0.54585404440863,-0.0504565010976673,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","245",4212685,"P5130104.jpg","Confirmed",100,"P5130104.jpg",4,829,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130104.JPG","Cull_Deep","JCD","JCD_4",0.546800849577985,0.509954843638027,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","246",4212686,"P5130105.jpg","Confirmed",100,"P5130105.jpg",4,840,"simple","simple",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130105.JPG","Cull_Deep","JCD","JCD_4",0.473978496760916,-0.244152176062036,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","247",4212688,"P5130110.jpg","Confirmed",100,"P5130110.jpg",5,813,"simple","mix",4,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T4/bulk/Jawbone/P5130110.JPG","Cull_Deep","JCD","JCD_5",0.873453795205262,-0.493749520066804,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","175",4074591,"P3223795.jpg","Confirmed",100,"P3223795.jpg",10,820,"simple","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223795.JPG","Cull_Deep","JCD","JCD_10",0.687316031943353,-0.374954322632494,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","14",3983933,"P1081673.jpg","Confirmed",100,"P1081673.jpg",8,724,"simple","simple",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081673.JPG","Cull_Deep","JCD","JCD_8",0.037892657718969,-1.33967041987292,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","25",3984005,"P1081704.jpg","Confirmed",100,"P1081704.jpg",13,647,"complex","mix",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081704.JPG","Cull_Deep","JCD","JCD_13",-0.116955439728479,-0.688248257503027,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","178",4074605,"P3223802.jpg","Confirmed",100,"P3223802.jpg",9,710,"simple","simple",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223802.JPG","Cull_Deep","JCD","JCD_9",1.34921523618116,-0.24354770493583,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","179",4074608,"P3223805.jpg","Confirmed",100,"P3223805.jpg",12,758,"simple","simple",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223805.JPG","Cull_Deep","JCD","JCD_12",1.0611921631139,-0.258172396648776,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","18",3983954,"P1081682.jpg","Confirmed",100,"P1081682.jpg",10,649,"complex","mix",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081682.JPG","Cull_Deep","JCD","JCD_10",-0.124568597598241,0.315066775904989,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","180",4074612,"P3223806.jpg","Confirmed",100,"P3223806.jpg",12,759,"simple","simple",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223806.JPG","Cull_Deep","JCD","JCD_12",1.1353622444757,-0.157853863408817,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","181",4074616,"P3223810.jpg","Confirmed",100,"P3223810.jpg",13,703,"simple","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223810.JPG","Cull_Deep","JCD","JCD_13",0.465692515424616,-0.461870822592075,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","182",4074620,"P3223812.jpg","Confirmed",100,"P3223812.jpg",13,647,"complex","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223812.JPG","Cull_Deep","JCD","JCD_13",0.758672747844555,-0.265489342295985,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","9",3983900,"P1081658.jpg","Confirmed",100,"P1081658.jpg",6,645,"complex","complex",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081658.JPG","Cull_Deep","JCD","JCD_6",-0.228357192483727,-0.599622576655346,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","184",4074628,"P3223816.jpg","Confirmed",100,"P3223816.jpg",14,702,"simple","mix",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223816.JPG","Cull_Deep","JCD","JCD_14",0.13971773408581,-0.251759044584522,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","401",4433754,"P8010561.jpg","Confirmed",100,"P8010561.jpg",3,687,"complex","complex",5,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T5/bulk/Jawbone/P8010561.JPG","Cull_Deep","JCD","JCD_3",0.330598369294469,-0.0906240446342531,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","15",3983940,"P1081676.jpg","Confirmed",100,"P1081676.jpg",2,700,"simple","mix",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081676.JPG","Cull_Deep","JCD","JCD_2",-0.249761131711713,-0.600160166059694,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","26",3984010,"P1081706.jpg","Confirmed",100,"P1081706.jpg",13,703,"simple","mix",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081706.JPG","Cull_Deep","JCD","JCD_13",-0.0705006926480093,0.609599472190984,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","188",4074643,"P3223824.jpg","Confirmed",100,"P3223824.jpg",7,86,"complex","complex",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223824.JPG","Cull_Deep","JCD","JCD_7",0.634191724305756,-0.218192567290768,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","189",4074646,"P3223829.jpg","Confirmed",100,"P3223829.jpg",8,724,"simple","simple",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223829.JPG","Cull_Deep","JCD","JCD_8",1.10593104601868,-0.080294192766867,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","19",3983961,"P1081685.jpg","Confirmed",100,"P1081685.jpg",11,76,"complex","complex",2,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T2/Jawbone/Cull_deep/P1081685.JPG","Cull_Deep","JCD","JCD_11",0.372215205721648,0.245338766879928,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","190",4074650,"P3223830.jpg","Confirmed",100,"P3223830.jpg",8,725,"simple","simple",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223830.JPG","Cull_Deep","JCD","JCD_8",0.769122020113365,-0.105631548091786,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","191",4074655,"P3223835.jpg","Confirmed",100,"P3223835.jpg",3,676,"complex","complex",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223835.JPG","Cull_Deep","JCD","JCD_3",0.560468247979999,-0.054950372289932,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","192",4074659,"P3223837.jpg","Confirmed",100,"P3223837.jpg",3,687,"complex","complex",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223837.JPG","Cull_Deep","JCD","JCD_3",0.768602023805925,-0.015762009161941,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","193",4074667,"P3223841.jpg","Confirmed",100,"P3223841.jpg",11,65,"complex","complex",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223841.JPG","Cull_Deep","JCD","JCD_11",0.39134608466195,0.00147481128619497,"high","low","high nutrients","low herbivore"
"Jawbone","Cull","Deep","194",4074676,"P3223843.jpg","Confirmed",100,"P3223843.jpg",11,76,"complex","complex",3,"/Users/icarus3/Dropbox/UNIMELB/PhD Work/Projects/4_Herbiv_experiment/Exp_3_OCT2022/Data/PPB_Data/Photos/T3/bulk/Jawbone/P3223843.JPG","Cull_Deep","JCD","JCD_11",0.628514380185205,0.133865780709252,"high","low","high nutrients","low herbivore"
